ModelID,ProfileID,ProfileType
ACH-001839,PR-R0emRA,rna
ACH-001839,PR-r8H4nA,dna
ACH-000853,PR-9T4HCt,rna
ACH-000853,PR-Ce7PEk,dna
ACH-001645,PR-kWGeay,rna
ACH-001645,PR-XHNuX5,dna
ACH-000752,PR-dSfYKW,rna
ACH-000752,PR-jyEzcx,dna
ACH-001386,PR-m3XOv9,rna
ACH-001386,PR-i4D3ah,dna
ACH-000734,PR-xGCID2,rna
ACH-000734,PR-37acac,dna
ACH-001668,PR-q32O16,rna
ACH-001668,PR-Q4CsMv,dna
ACH-001339,PR-5ekAAC,rna
ACH-001339,PR-e1avuK,dna
ACH-000510,PR-Er9ReY,rna
ACH-000510,PR-UOveiJ,dna
ACH-000580,PR-EU2Ewv,rna
ACH-000580,PR-h2XOKt,dna
ACH-001674,PR-XBA1c8,rna
ACH-001674,PR-oLgi76,dna
ACH-000045,PR-blGNXN,rna
ACH-000045,PR-46SoC2,dna
ACH-001113,PR-AdBjpG,rna
ACH-001113,PR-F0eREf,dna
ACH-002285,PR-5WO99r,dna
ACH-002167,PR-YWqJ3X,dna
ACH-002296,PR-mbct9S,dna
ACH-001228,PR-b6rrcn,rna
ACH-001228,PR-tVr0u3,dna
ACH-000633,PR-3dMYvZ,rna
ACH-000633,PR-MUPtwP,dna
ACH-000058,PR-fwoIsB,rna
ACH-000058,PR-xEjg3t,dna
ACH-000257,PR-V5Aul5,rna
ACH-000257,PR-Fxytjs,dna
ACH-000812,PR-EoXuyb,rna
ACH-000812,PR-Lnw363,dna
ACH-000845,PR-MwnSjz,rna
ACH-000845,PR-PVzVZB,dna
ACH-002291,PR-BMVH4k,rna
ACH-002291,PR-G9uFht,dna
ACH-002199,PR-WZZ0aJ,dna
ACH-002286,PR-gtCMcX,dna
ACH-000842,PR-j7lHHZ,rna
ACH-000842,PR-KFQhY1,dna
ACH-000761,PR-0NZTmr,rna
ACH-000761,PR-eXCb19,dna
ACH-001355,PR-jSRrFC,dna
ACH-000456,PR-X3HNsH,rna
ACH-000456,PR-LcLyDt,dna
ACH-000774,PR-JcyBfH,rna
ACH-000774,PR-ccVAfj,dna
ACH-002266,PR-QOqqMr,dna
ACH-000960,PR-p4majQ,rna
ACH-000960,PR-o3m2Xg,dna
ACH-002232,PR-fDxTMr,dna
ACH-002782,PR-CMqQWp,rna
ACH-002782,PR-wMUliU,dna
ACH-002148,PR-HKjaHs,dna
ACH-001836,PR-PvFCea,rna
ACH-001836,PR-uL2uoM,dna
ACH-000076,PR-7zqkBh,rna
ACH-000076,PR-TRx6qN,dna
ACH-000718,PR-kj5h82,rna
ACH-000718,PR-HyeiHz,dna
ACH-000833,PR-CUG5qc,rna
ACH-000833,PR-HnL4XR,dna
ACH-000534,PR-hCr92F,rna
ACH-000534,PR-abv1Dv,dna
ACH-000605,PR-DI7DAb,rna
ACH-000605,PR-PeOuiH,dna
ACH-000541,PR-EH33kC,rna
ACH-000541,PR-yPh1Ou,dna
ACH-000608,PR-n5GuJu,rna
ACH-000608,PR-zB9Zze,dna
ACH-001331,PR-unkPlv,dna
ACH-000631,PR-KYN314,rna
ACH-000631,PR-OFRo5c,dna
ACH-000597,PR-w00MaJ,rna
ACH-000597,PR-vuRAsN,dna
ACH-000019,PR-QbgDTJ,rna
ACH-000019,PR-VLTXhP,dna
ACH-000568,PR-EcZOOx,rna
ACH-000568,PR-cJ5K5i,dna
ACH-000790,PR-fzvxxp,rna
ACH-000790,PR-qI6TAO,dna
ACH-000779,PR-TEBAID,rna
ACH-000779,PR-t1P1Sr,dna
ACH-001990,PR-cWcA2t,rna
ACH-001990,PR-aF1MTe,dna
ACH-000889,PR-csUOGC,rna
ACH-000889,PR-mq0Rh9,dna
ACH-001538,PR-I21681,rna
ACH-001538,PR-HNPzqu,dna
ACH-000306,PR-kOG4Da,rna
ACH-001986,PR-rlvppM,rna
ACH-001986,PR-slPVjh,dna
ACH-000392,PR-r3I3K5,rna
ACH-000392,PR-nBvsae,dna
ACH-002252,PR-2zNA9s,dna
ACH-000903,PR-sEyfI6,rna
ACH-000903,PR-HXmKaZ,dna
ACH-001378,PR-voM1Nr,rna
ACH-001378,PR-qcE8gc,dna
ACH-001528,PR-MSWTYV,rna
ACH-001528,PR-AAAPDO,dna
ACH-000787,PR-OJyWEi,rna
ACH-000787,PR-kEWjFH,dna
ACH-000835,PR-zad6sw,rna
ACH-000835,PR-rWrc4g,dna
ACH-000666,PR-H8e5Hb,rna
ACH-000666,PR-sgXEkc,dna
ACH-000535,PR-Ut1UDJ,rna
ACH-000535,PR-3Id9kv,dna
ACH-002117,PR-KaeQoW,dna
ACH-002023,PR-I3QLzA,rna
ACH-002023,PR-sE0XKo,dna
ACH-000664,PR-jFV4Jb,rna
ACH-000664,PR-lVpAZb,dna
ACH-002365,PR-vZtlym,dna
ACH-000120,PR-QalXm5,rna
ACH-000120,PR-8BrHOT,dna
ACH-000850,PR-o20z4H,rna
ACH-000794,PR-AOJnHP,rna
ACH-000794,PR-7tGhYX,dna
ACH-000880,PR-XoClA2,rna
ACH-000880,PR-84shel,dna
ACH-002069,PR-T5GgCW,rna
ACH-002069,PR-XxqTX3,dna
ACH-000615,PR-6nTedt,rna
ACH-000615,PR-fAUVnh,dna
ACH-000258,PR-TZUg10,rna
ACH-000258,PR-eDbeAr,dna
ACH-000412,PR-LDoCZe,rna
ACH-000412,PR-TAqZxy,dna
ACH-000970,PR-A2ss8C,rna
ACH-000970,PR-nMNcVs,dna
ACH-002397,PR-WdDv1i,dna
ACH-000706,PR-AQdP9q,rna
ACH-000706,PR-aZnSMf,dna
ACH-002301,PR-eW4uZr,dna
ACH-000032,PR-VSmtFD,rna
ACH-000032,PR-Xcdqi8,dna
ACH-002690,PR-1n7Cpv,rna
ACH-002690,PR-SD32IL,dna
ACH-002195,PR-CiXMqx,dna
ACH-001129,PR-B9MV6y,rna
ACH-001129,PR-mOBSvv,dna
ACH-000285,PR-ACNZor,rna
ACH-000285,PR-89HlYy,dna
ACH-000215,PR-Yx5Qnd,rna
ACH-000215,PR-YS6dsK,dna
ACH-000173,PR-OMZ70F,rna
ACH-000173,PR-6gEpz9,dna
ACH-000460,PR-mEX7rp,rna
ACH-000460,PR-4n1OpK,dna
ACH-002490,PR-Mg8oJW,rna
ACH-002490,PR-O5LkYZ,dna
ACH-000218,PR-TLglA4,rna
ACH-000218,PR-HyMLJj,dna
ACH-001716,PR-vZcxjI,rna
ACH-001716,PR-uYaeFm,dna
ACH-000553,PR-Yl6znf,rna
ACH-000553,PR-za3nFW,dna
ACH-002238,PR-DoQH9v,dna
ACH-000274,PR-uzHwbi,rna
ACH-000274,PR-aFx2RI,dna
ACH-001571,PR-tt6Rqi,rna
ACH-001571,PR-yE0OhP,dna
ACH-000717,PR-cawyX7,rna
ACH-000717,PR-KR7GjG,dna
ACH-000914,PR-wARViT,rna
ACH-000914,PR-72Va7n,dna
ACH-000350,PR-buFhBK,rna
ACH-000350,PR-NSPGdW,dna
ACH-001150,PR-djLlXf,rna
ACH-001838,PR-ACpsFG,rna
ACH-001838,PR-9LHdqw,dna
ACH-000551,PR-jYCMWD,rna
ACH-000551,PR-aheaZL,dna
ACH-000574,PR-8FmIkm,rna
ACH-000574,PR-ppRdDh,dna
ACH-000004,PR-pEZmVx,rna
ACH-000004,PR-Rzu8kD,dna
ACH-000675,PR-eumaai,rna
ACH-000675,PR-ZomkXl,dna
ACH-000586,PR-tBWeFX,rna
ACH-000586,PR-tcGtRs,dna
ACH-000617,PR-2qZ6BH,rna
ACH-000617,PR-pL8BZX,dna
ACH-002383,PR-tG48qj,dna
ACH-000557,PR-JoSIPF,rna
ACH-000557,PR-hz54pd,dna
ACH-001368,PR-NSmgnI,rna
ACH-001368,PR-QpRhc9,dna
ACH-001688,PR-rAn6HZ,rna
ACH-001688,PR-CKo1cd,dna
ACH-001302,PR-CAxmUa,rna
ACH-001302,PR-vUaWgR,dna
ACH-000153,PR-g3R9ni,rna
ACH-000153,PR-eUlZL8,dna
ACH-001041,PR-w0AUkc,rna
ACH-001041,PR-aPcu78,dna
ACH-000555,PR-8EZwQT,rna
ACH-000555,PR-JUyl3z,dna
ACH-000355,PR-PqRnKz,rna
ACH-000355,PR-TyXr4o,dna
ACH-001641,PR-A8aefd,rna
ACH-001641,PR-FSmUok,dna
ACH-000665,PR-sVtE0j,rna
ACH-000665,PR-O1Dni4,dna
ACH-001346,PR-HxYvIU,rna
ACH-001346,PR-psGRjS,dna
ACH-002709,PR-ufGqTY,dna
ACH-002005,PR-8rVvVB,rna
ACH-002005,PR-M8qILE,dna
ACH-002233,PR-EGztqb,dna
ACH-002045,PR-Dd85Wi,rna
ACH-002045,PR-N8ZQUe,dna
ACH-000900,PR-idtmVT,rna
ACH-000900,PR-voYF6y,dna
ACH-001020,PR-HmuylQ,rna
ACH-001020,PR-rAi6i6,dna
ACH-000030,PR-TLl6Lb,rna
ACH-000030,PR-X8sCBt,dna
ACH-000872,PR-3x4PYY,rna
ACH-000872,PR-tOPQ2g,dna
ACH-002660,PR-6o1wDH,rna
ACH-002660,PR-e2DqLA,dna
ACH-001107,PR-vPcJUK,dna
ACH-001452,PR-z1ZBpL,dna
ACH-000742,PR-0vINre,rna
ACH-001445,PR-NCyLXI,rna
ACH-001445,PR-eL15XH,dna
ACH-001708,PR-2YKrCh,rna
ACH-001708,PR-B8lCsL,dna
ACH-002522,PR-WMD0NM,rna
ACH-002522,PR-zRvFdj,dna
ACH-001799,PR-fcB0Un,rna
ACH-001799,PR-MoFuCf,dna
ACH-000386,PR-6zE2q1,rna
ACH-000386,PR-ta2aWo,dna
ACH-000506,PR-F4LMAc,rna
ACH-000506,PR-vMnbB3,dna
ACH-000628,PR-boiAEH,rna
ACH-000628,PR-hTO7AX,dna
ACH-002228,PR-BOuA93,dna
ACH-000409,PR-ZBzAIP,rna
ACH-000409,PR-T5Bs3L,dna
ACH-001125,PR-bsFLyR,dna
ACH-000401,PR-7XTzf6,rna
ACH-000401,PR-WO4QLw,dna
ACH-001449,PR-ErgMb7,rna
ACH-001449,PR-KkCq6r,dna
ACH-001334,PR-mqjp6u,rna
ACH-001334,PR-rJaHLi,dna
ACH-000167,PR-r9EPko,rna
ACH-000167,PR-y1k7Ve,dna
ACH-000987,PR-rnQOrB,rna
ACH-000987,PR-7n7fXy,dna
ACH-001344,PR-sioaGi,rna
ACH-001344,PR-YyLPhD,dna
ACH-001118,PR-ML7pWk,dna
ACH-002806,PR-byOIvV,rna
ACH-002806,PR-v47I4Y,dna
ACH-000449,PR-r0hndP,rna
ACH-000449,PR-eN29bJ,dna
ACH-000160,PR-9m5YIW,rna
ACH-000160,PR-UNMBBn,dna
ACH-001437,PR-AMXsv1,rna
ACH-001437,PR-UaW9gv,dna
ACH-000533,PR-tJfKKO,rna
ACH-000533,PR-KktycR,dna
ACH-001970,PR-PiTdiv,rna
ACH-001970,PR-u26ps6,dna
ACH-000868,PR-jC0ol4,rna
ACH-000868,PR-dRGv9A,dna
ACH-002191,PR-Nken5D,dna
ACH-000324,PR-JM2KCk,rna
ACH-000324,PR-pNRbJ7,dna
ACH-000814,PR-lm1TFX,rna
ACH-000814,PR-x3dWKC,dna
ACH-001046,PR-yHb6g8,rna
ACH-001046,PR-fboip1,dna
ACH-000898,PR-DZLH9k,rna
ACH-000898,PR-2guO1R,dna
ACH-001795,PR-0Zt9XK,rna
ACH-001795,PR-L7L0jx,dna
ACH-000181,PR-ZAOmKe,rna
ACH-000181,PR-bRG72C,dna
ACH-000829,PR-Appiio,rna
ACH-000829,PR-MJJfxr,dna
ACH-001099,PR-0M0gNH,rna
ACH-001099,PR-5bw8Sw,dna
ACH-001711,PR-T4GW4o,rna
ACH-001711,PR-rUvmIM,dna
ACH-000650,PR-JMlc5k,rna
ACH-000650,PR-yil4Fa,dna
ACH-002083,PR-MCTJuq,dna
ACH-002532,PR-Ct7o4F,rna
ACH-002532,PR-ttA2N7,dna
ACH-002524,PR-KO5T22,rna
ACH-002524,PR-AkSGR2,dna
ACH-000808,PR-pQ2gs3,rna
ACH-000808,PR-whKOqh,dna
ACH-002084,PR-ndLdLY,rna
ACH-002084,PR-xyiBD5,dna
ACH-000284,PR-J3Er5E,rna
ACH-000284,PR-UjQ0Q2,dna
ACH-000536,PR-ew7y5I,rna
ACH-000536,PR-c3WH0h,dna
ACH-000906,PR-o6XD68,rna
ACH-000906,PR-kcL5s5,dna
ACH-001686,PR-7vcLBC,rna
ACH-001686,PR-8oZYyH,dna
ACH-000112,PR-bZ7Np7,rna
ACH-000112,PR-eawROX,dna
ACH-000627,PR-dMOep3,rna
ACH-000627,PR-mGujHd,dna
ACH-000693,PR-7FbLPU,rna
ACH-000693,PR-sxFiuq,dna
ACH-000945,PR-24alez,rna
ACH-000945,PR-Ce8eMD,dna
ACH-001642,PR-QwYzp3,rna
ACH-001642,PR-zrjzDr,dna
ACH-000156,PR-EYrDj1,rna
ACH-000156,PR-MVmw0R,dna
ACH-000499,PR-WI2NDh,rna
ACH-000499,PR-pdqtLg,dna
ACH-000033,PR-mnal5i,rna
ACH-002024,PR-5wNsGX,rna
ACH-002024,PR-Zdrl57,dna
ACH-002122,PR-n0eBhD,dna
ACH-000211,PR-zhRtPD,rna
ACH-000211,PR-HBKcFU,dna
ACH-002155,PR-O92s3k,dna
ACH-001275,PR-m9dGPT,rna
ACH-001275,PR-60ceNo,dna
ACH-000854,PR-ocxsJi,rna
ACH-000132,PR-36vuIB,rna
ACH-000132,PR-pz76Ci,dna
ACH-000856,PR-0f2vAo,rna
ACH-000856,PR-oLPbwB,dna
ACH-001065,PR-w17BEw,dna
ACH-000639,PR-9vwlN6,rna
ACH-000639,PR-txDXl3,dna
ACH-003266,PR-d4aYLF,rna
ACH-000959,PR-FKzzol,rna
ACH-000959,PR-8xr84R,dna
ACH-001035,PR-3nG8Ct,rna
ACH-001035,PR-RO88TC,dna
ACH-000922,PR-pgq6K8,rna
ACH-000922,PR-dTN7So,dna
ACH-002500,PR-WYgmnG,rna
ACH-002500,PR-QV7oyX,dna
ACH-002165,PR-dTy3Nb,dna
ACH-001068,PR-Rm18e9,rna
ACH-001068,PR-BVIhZQ,dna
ACH-003153,PR-pVxTN4,rna
ACH-000062,PR-kRoBoc,rna
ACH-000062,PR-t8SaQo,dna
ACH-001193,PR-0z5dYr,rna
ACH-001193,PR-DuXlVu,dna
ACH-000929,PR-FbfJpO,rna
ACH-000929,PR-4Guo7R,dna
ACH-002357,PR-bhMYSp,dna
ACH-000286,PR-DylSnW,rna
ACH-000286,PR-YJpl8R,dna
ACH-002351,PR-2BGNxT,dna
ACH-000874,PR-mYhmQz,rna
ACH-000874,PR-8HSgmJ,dna
ACH-001848,PR-C225QE,rna
ACH-001848,PR-q9IpON,dna
ACH-002463,PR-gSH3es,rna
ACH-002463,PR-Yf6hXD,dna
ACH-000146,PR-FOaDmL,rna
ACH-000146,PR-kRtxhU,dna
ACH-000039,PR-hPxwjS,rna
ACH-000039,PR-tGnS2w,dna
ACH-000059,PR-zP37KL,rna
ACH-000059,PR-gxuPCo,dna
ACH-001619,PR-JYaayr,rna
ACH-001619,PR-u5LGMv,dna
ACH-000026,PR-857s92,rna
ACH-000026,PR-VVVniJ,dna
ACH-001438,PR-JfAmEL,rna
ACH-001438,PR-rwMETY,dna
ACH-002687,PR-bS0kx1,rna
ACH-002687,PR-ALq0Yt,dna
ACH-001712,PR-csMEgu,rna
ACH-001712,PR-VGraRK,dna
ACH-000210,PR-5nAkgO,rna
ACH-000210,PR-PfPZdy,dna
ACH-000643,PR-3Sx2P1,rna
ACH-000643,PR-CHJbfm,dna
ACH-002486,PR-rHdGMG,rna
ACH-002486,PR-0o2rt1,dna
ACH-002183,PR-leaaZd,dna
ACH-000988,PR-Akhd2Z,rna
ACH-000988,PR-LBnrNX,dna
ACH-000136,PR-vzY45q,rna
ACH-000136,PR-27yVZ5,dna
ACH-002409,PR-tUeVkn,rna
ACH-002409,PR-1NGHoM,dna
ACH-000265,PR-MvUHzT,rna
ACH-000265,PR-6Bch6P,dna
ACH-002061,PR-Fd4Uat,rna
ACH-002061,PR-GmchTa,dna
ACH-000395,PR-4FMaFX,rna
ACH-000395,PR-td87Mh,dna
ACH-000866,PR-0IljO4,rna
ACH-000866,PR-AfEcRz,dna
ACH-000037,PR-qsWt2f,rna
ACH-000037,PR-Q3PW8k,dna
ACH-001570,PR-QHZ44T,rna
ACH-001570,PR-pP13nB,dna
ACH-002650,PR-FZ3AZJ,rna
ACH-002650,PR-xfBhbF,dna
ACH-001847,PR-SslwaV,rna
ACH-001847,PR-fS57Uz,dna
ACH-001127,PR-JIWarm,dna
ACH-000924,PR-bLHpb1,rna
ACH-000924,PR-oRjvwk,dna
ACH-002047,PR-tmYGZG,rna
ACH-002047,PR-aP2PPs,dna
ACH-000816,PR-92DBs7,rna
ACH-000816,PR-qic3LK,dna
ACH-001151,PR-7K2yhx,rna
ACH-001151,PR-amLslQ,dna
ACH-000021,PR-gJszNf,rna
ACH-000021,PR-eVFKjZ,dna
ACH-000447,PR-Vd2mq2,rna
ACH-000447,PR-P7ivEQ,dna
ACH-000441,PR-BaBtLP,rna
ACH-000441,PR-2vKf8J,dna
ACH-002242,PR-SnpeaT,dna
ACH-002109,PR-fBKnqX,dna
ACH-000320,PR-cDVOo6,rna
ACH-000320,PR-rllCnB,dna
ACH-000414,PR-0jK5CP,rna
ACH-000414,PR-Z6ygbb,dna
ACH-000673,PR-JybGuH,rna
ACH-000673,PR-1DMQEW,dna
ACH-000176,PR-gyWFK3,rna
ACH-000176,PR-xKMlp1,dna
ACH-000292,PR-gMEq6C,rna
ACH-000292,PR-DmaZUc,dna
ACH-000340,PR-iTlNWL,rna
ACH-000340,PR-JbzjQE,dna
ACH-002208,PR-XW4pvi,dna
ACH-001389,PR-gP1ErT,rna
ACH-001389,PR-B8sPoH,dna
ACH-001554,PR-z37MAY,rna
ACH-001554,PR-ymhriY,dna
ACH-000625,PR-LfW3kz,rna
ACH-000625,PR-illyAu,dna
ACH-002052,PR-q3LFqK,rna
ACH-002052,PR-sbjG3E,dna
ACH-000305,PR-Qw2Ht3,rna
ACH-000305,PR-s9Eho8,dna
ACH-000377,PR-J0Axfh,rna
ACH-000377,PR-XROOQD,dna
ACH-002265,PR-j5Qvx9,dna
ACH-000931,PR-k0J8JP,rna
ACH-002225,PR-VJ4QO4,dna
ACH-001574,PR-N1KumS,rna
ACH-001574,PR-tN3aBR,dna
ACH-001696,PR-sdHa0I,rna
ACH-001696,PR-GsPeEV,dna
ACH-001427,PR-qpmqme,rna
ACH-001427,PR-nUWhyf,dna
ACH-000637,PR-3H2lE3,rna
ACH-000637,PR-w9FGAF,dna
ACH-000839,PR-POuPl0,rna
ACH-000839,PR-c659kW,dna
ACH-000893,PR-yi9PwD,rna
ACH-000893,PR-5eybX8,dna
ACH-000770,PR-JJP9Vp,rna
ACH-000770,PR-tbjuMc,dna
ACH-000390,PR-x1Rf2T,rna
ACH-000390,PR-eb0GsA,dna
ACH-001303,PR-BVA4PJ,rna
ACH-001303,PR-oBE1tw,dna
ACH-002275,PR-2Rohed,dna
ACH-000927,PR-Pnalt2,rna
ACH-000927,PR-boobRt,dna
ACH-002113,PR-iMfpfU,dna
ACH-001376,PR-9I9gZ8,rna
ACH-001376,PR-uqGF1w,dna
ACH-001636,PR-auQ5cl,rna
ACH-001636,PR-toCXvU,dna
ACH-000287,PR-ReLpoZ,rna
ACH-000287,PR-ZviR3O,dna
ACH-002364,PR-1fyy3l,dna
ACH-001030,PR-uBA6FV,rna
ACH-001030,PR-A3pvk8,dna
ACH-000902,PR-78Rz7B,rna
ACH-000902,PR-i6J3tN,dna
ACH-002403,PR-Z3bUGR,rna
ACH-002403,PR-RkaN4r,dna
ACH-001849,PR-3O96Xk,rna
ACH-001849,PR-IJgOEC,dna
ACH-000514,PR-uqbh8b,rna
ACH-000514,PR-cU6icv,dna
ACH-002282,PR-kL47E1,dna
ACH-000040,PR-BaVv7U,rna
ACH-000040,PR-562g0G,dna
ACH-002058,PR-882Px5,dna
ACH-000539,PR-3WfiTh,rna
ACH-000130,PR-IxOM7b,rna
ACH-000130,PR-2tdb7F,dna
ACH-001529,PR-zap7EQ,rna
ACH-001529,PR-WXjyA3,dna
ACH-002120,PR-ydc9mn,dna
ACH-000281,PR-Z2Mw8p,rna
ACH-000281,PR-PV4SRx,dna
ACH-000396,PR-lw3V4j,rna
ACH-000396,PR-If3Zof,dna
ACH-000579,PR-6GSWBb,rna
ACH-000579,PR-TpqM8I,dna
ACH-000974,PR-wl3guH,rna
ACH-000974,PR-K4GcyS,dna
ACH-001019,PR-8vpuuC,rna
ACH-001019,PR-h2yCdU,dna
ACH-001329,PR-j8OgFW,rna
ACH-001329,PR-tearO4,dna
ACH-000529,PR-85uMir,rna
ACH-000529,PR-YCiZWz,dna
ACH-001522,PR-MlinS7,rna
ACH-001522,PR-H4aeGM,dna
ACH-000270,PR-VLvqTG,rna
ACH-000270,PR-HlfNG0,dna
ACH-002996,PR-O0YpaX,rna
ACH-002996,PR-LzqC1p,dna
ACH-000081,PR-Is4I21,rna
ACH-000081,PR-ngot7H,dna
ACH-003061,PR-FTUHUL,rna
ACH-003061,PR-3DdR8v,dna
ACH-000998,PR-Ly6pdP,rna
ACH-000998,PR-U2fdjq,dna
ACH-001384,PR-Xr49Zy,rna
ACH-001384,PR-ZQyKh4,dna
ACH-000036,PR-GF1Lzy,rna
ACH-000036,PR-53yu7G,dna
ACH-000777,PR-Og0abo,rna
ACH-000777,PR-ukNBMh,dna
ACH-001700,PR-QMqboA,rna
ACH-001700,PR-79Mqqq,dna
ACH-002353,PR-XnNruP,dna
ACH-002470,PR-JkhZZD,rna
ACH-002470,PR-TwcRx7,dna
ACH-000105,PR-YpkXCH,rna
ACH-000105,PR-mCDWfb,dna
ACH-000908,PR-triSRE,rna
ACH-000908,PR-7wqNkp,dna
ACH-000332,PR-9B8rxy,rna
ACH-000332,PR-ZaxePm,dna
ACH-001843,PR-dCu8o2,rna
ACH-001843,PR-Qyn1xS,dna
ACH-002074,PR-RP1x1T,rna
ACH-002074,PR-g5rswH,dna
ACH-000661,PR-2Jjiec,rna
ACH-000661,PR-QZhuij,dna
ACH-002279,PR-KFM9lV,dna
ACH-000958,PR-N9fwlM,rna
ACH-000958,PR-WqTF07,dna
ACH-000525,PR-xO5JLc,rna
ACH-000525,PR-R1zayg,dna
ACH-000803,PR-vsDdwO,rna
ACH-000803,PR-RlqMkp,dna
ACH-000331,PR-rIEJbj,rna
ACH-000331,PR-FgeHco,dna
ACH-000254,PR-YaxhVG,rna
ACH-000254,PR-W9yGhh,dna
ACH-001164,PR-7am447,rna
ACH-001164,PR-Cc6WwT,dna
ACH-003180,PR-AiM8d8,rna
ACH-003180,PR-8IdR56,dna
ACH-002308,PR-u5FimK,dna
ACH-002374,PR-TYbIdm,dna
ACH-000710,PR-bd9LX0,rna
ACH-001979,PR-DuAy1L,rna
ACH-001979,PR-eC8Vkw,dna
ACH-000489,PR-nucLyc,rna
ACH-000489,PR-CqsOR2,dna
ACH-000563,PR-sfoVbc,rna
ACH-000563,PR-1930g1,dna
ACH-000363,PR-ixez4a,rna
ACH-000363,PR-u1G9JO,dna
ACH-000486,PR-LjcU4V,rna
ACH-000486,PR-1CYINn,dna
ACH-000357,PR-cOzeOf,rna
ACH-000357,PR-TYEUow,dna
ACH-000815,PR-PDkGEq,rna
ACH-000815,PR-0tdcT8,dna
ACH-000054,PR-9PAINE,rna
ACH-000054,PR-240v4w,dna
ACH-000475,PR-9L0L8U,rna
ACH-000475,PR-9gcP8z,dna
